x,y,location,year
-0.560475646552213,1.6263697678492,9,24
-0.23017748948328,2.93811877495028,8,27
1.55870831414912,0.968302812418732,8,8
0.070508391424576,5.06509012363519,11,17
0.129287735160946,1.23238380326534,2,28
1.71506498688328,3.69649386749314,15,1
0.460916205989202,-0.277612948802652,5,5
-1.26506123460653,-1.42900786448781,17,8
-0.686852851893526,4.26660426533094,20,24
-0.445661970099958,-0.726279117701563,3,3
1.22408179743946,2.41959945061233,10,27
0.359813827057364,1.29747517204726,14,10
0.400771450594052,7.33499737894283,17,27
0.11068271594512,6.61032883645711,16,19
-0.555841134754075,-2.82616493741282,9,14
1.78691313680308,3.74080422901489,19,22
0.497850478229239,1.00685011782338,15,23
-1.96661715662964,-2.26626636166018,7,16
0.701355901563686,3.1936165278429,10,1
-0.472791407727934,-1.21148034906833,20,3
-1.06782370598685,2.88891204651314,19,21
-0.217974914658295,-0.0238215491536407,5,22
-1.02600444830724,1.17924280201039,7,14
-0.72889122929114,5.03839925666257,7,7
-0.625039267849257,3.58764730099497,1,22
-1.68669331074241,-3.36704768234449,20,1
0.837787044494525,1.35251242291334,17,17
0.153373117836515,3.81796787118777,14,3
-1.13813693701195,6.73759665130939,9,28
1.25381492106993,0.971764277929997,6,24
0.426464221476814,4.71653422366705,19,13
-0.295071482992271,6.95084264231032,8,19
0.895125661045022,3.59412193161972,11,24
0.878133487533042,8.93453583098907,11,7
0.821581081637487,-5.1265676407477,19,14
0.688640254100091,12.1306680034233,11,1
0.553917653537589,-2.60456081423809,13,23
-0.0619117105767217,4.61567362069962,5,22
-0.305962663739917,6.41913466123592,8,4
-0.380471001012383,-0.805699185047802,18,22
-0.694706978920513,-0.298371113029464,16,22
-0.207917278019599,5.60982626352066,16,13
-1.26539635156826,1.08479592458886,7,11
2.16895596533851,5.2736830532559,2,7
1.20796199830499,6.81845789727465,20,20
-1.12310858320335,1.03020556063234,10,3
-0.402884835299076,-3.80433822980827,12,6
-0.466655353623219,3.30687812033906,4,9
0.779965118336318,0.361767751990957,1,22
-0.0833690664718293,4.58530432436608,5,11
0.253318513994755,-0.55639992987941,7,30
-0.028546755348703,2.19242383759069,12,6
-0.0428704572913161,-2.68183604362582,2,29
1.36860228401446,-2.68104455672374,5,5
-0.225770985659268,-4.94829875378128,1,26
1.51647060442954,2.86052306218849,5,26
-1.54875280423022,-7.19475126329468,11,9
0.584613749636069,7.0409064919148,7,9
0.123854243844614,-0.205924269398636,15,19
0.215941568743973,1.79849337108255,20,20
0.379639482759882,5.58187876909627,5,14
-0.502323453109302,1.83956524758627,20,19
-0.33320738366942,6.23301900834455,2,1
-1.01857538310709,0.7566182067566,15,21
-1.07179122647558,-1.16783962937938,6,13
0.303528641404258,3.76144203520701,6,10
0.448209778629426,2.1020612609784,2,12
0.0530042267305041,1.21791385772943,5,22
0.922267467879738,0.111557338430729,16,14
2.05008468562714,1.9694757845646,7,17
-0.491031166056535,-4.85878041575788,15,9
-2.30916887564081,-4.89543673996208,5,27
1.00573852446226,0.904498732361495,2,23
-0.709200762582393,0.545403805513665,15,17
-0.688008616467358,-2.40113578609224,6,30
1.0255713696967,3.27276086541497,7,8
-0.284773007051009,1.94798505303109,18,27
-1.22071771225454,-1.39578374580175,1,29
0.18130347974915,-0.678876381237353,9,23
-0.138891362439045,-0.691044225215626,3,12
0.00576418589988693,5.32938167929111,11,16
0.38528040112633,2.87928763231027,20,18
-0.370660031792409,1.12217079395219,14,16
0.644376548518833,-4.77277608714413,18,29
-0.220486561818751,0.744625996094885,15,27
0.331781963915697,-6.9290447861398,11,19
1.09683901314935,10.925358418096,18,28
0.435181490833803,4.34559173553176,10,23
-0.325931585531227,6.64020126835865,16,9
1.14880761845109,5.74653541901449,11,1
0.993503855962119,8.94894372007723,2,25
0.54839695950807,0.809656181241123,11,4
0.238731735111441,6.2656072580233,8,4
-0.627906076039371,-0.0589384143804283,11,5
1.36065244853001,6.21812987927232,13,4
-0.600259587147127,-2.95758569613318,5,19
2.18733299301658,10.2903772481834,10,29
1.53261062618519,6.48436864652854,3,23
-0.235700359100477,0.144310246921394,1,16
-1.02642090030678,-2.29742101505569,2,3
-0.710406563699301,-2.93638337376038,5,16
0.25688370915653,-3.9250932111134,3,24
-0.246691878462374,-4.87603618171531,17,26
-0.347542599397733,1.432850270592,9,30
-0.951618567265016,6.3624278356111,12,13
-0.0450277248089203,1.70011831521146,12,26
-0.784904469457076,-2.98017670660742,2,6
-1.66794193658814,2.47395445623339,16,6
-0.380226520287762,5.52636383040001,12,17
0.918996609060766,7.31540193195281,16,4
-0.575346962608392,6.84707921771693,9,2
0.607964322225033,2.79169337749067,13,8
-1.61788270828916,-9.86767204595574,15,10
-0.0555619655245394,3.84576755774891,14,29
0.519407203943462,2.32534077951518,20,14
0.301153362166714,-4.07940041919501,6,14
0.105676194148943,2.10447168158278,2,3
-0.640706008305376,-1.09334189925641,9,12
-0.849704346033582,-1.09783920065844,7,18
-1.02412879060491,1.22832307366725,9,26
0.117646597100126,-0.00702293341130722,9,7
-0.947474614184802,-1.40559872556261,13,29
-0.490557443700668,-3.05320837269259,1,27
-0.256092192198247,2.46550795872643,5,7
1.84386200523221,4.87128880492502,10,12
-0.651949901695459,2.45873470056071,18,19
0.235386572284857,3.92916743032642,6,5
0.0779608495637108,-4.99713744842194,6,9
-0.961856634130129,0.157066850934493,20,18
-0.0713080861235987,-4.44648906137104,10,5
1.44455085842335,6.36860947809259,1,15
0.451504053079215,2.14407260803558,2,26
0.0412329219929399,-1.33357397611402,19,16
-0.422496832339625,-0.273479491181526,10,12
-2.05324722154052,3.0805006293123,17,18
1.13133721341418,0.0440037201566419,17,22
-1.46064007092482,-4.49484571273831,16,11
0.739947510877334,4.2756702300986,13,5
1.90910356921748,7.02205622302806,12,12
-1.4438931609718,-1.52160326457186,11,19
0.701784335374711,10.4236330120675,5,23
-0.262197489402468,3.91628511976244,13,1
-1.57214415914549,-3.98124317847467,18,29
-1.51466765378175,0.787478432863964,16,4
-1.60153617357459,3.95400462444918,4,1
-0.530906522170303,2.91731730700936,8,26
-1.4617555849959,1.47770710798388,16,14
0.687916772975828,5.96875438602995,2,8
2.10010894052567,4.04195763162868,14,26
-1.28703047603518,3.87081298816404,15,15
0.787738847475178,6.54795360382429,18,4
0.76904224100091,3.24693411620147,5,4
0.332202578950118,-0.127560020586523,6,27
-1.00837660827701,-0.273224435260306,17,2
-0.119452606630659,-2.73922856128071,6,11
-0.280395335170247,3.7579087257724,17,13
0.56298953322048,6.32874045309239,13,23
-0.372438756103829,0.193893791609379,5,21
0.976973386685621,2.63367720094769,13,28
-0.374580857767014,-3.0858012957438,2,5
1.05271146557933,1.70866456646315,19,25
-1.04917700666607,4.80695432902387,18,17
-1.26015524475811,-0.728390180833021,14,27
3.2410399349424,2.90263273548936,20,29
-0.416857588160432,3.96713856939078,12,1
0.298227591540715,1.98979543842514,16,13
0.636569674033849,6.2025552594501,17,4
-0.483780625708744,-0.473551889339087,6,14
0.516862044313609,4.64617641775389,6,22
0.368964527385086,3.8393889036418,5,14
-0.215380507641693,5.45509980479616,18,6
0.0652930335253153,-3.22506654690962,15,18
-0.034067253738464,-2.76109399581237,4,9
2.12845189901618,3.06376026313902,18,22
-0.741336096272828,2.49998382046317,13,28
-1.09599626707466,-1.49547250246239,12,8
0.0377883991710788,1.01550751082758,1,17
0.310480749443137,9.3243763097379,6,23
0.436523478910183,0.886601965216018,12,16
-0.458365332711106,-0.528261608948183,20,7
-1.06332613397119,8.61513014387234,2,13
1.26318517608949,3.04564508368606,10,17
-0.349650387953555,2.10815951569238,9,2
-0.865512862653374,-0.232461466570565,11,23
-0.236279568941097,6.58702974140306,1,1
-0.197175894348552,6.00657523393744,18,4
1.10992028971364,7.2403825277047,6,13
0.0847372921971965,-2.5161969408554,10,19
0.754053785184521,7.13007226393728,5,20
-0.499292017172261,-0.106895707743169,19,20
0.214445309581601,8.07492409726765,15,3
-0.324685911490835,6.00978668951698,8,13
0.0945835281735714,3.02678273814615,6,2
-0.895363357977542,7.27570188858994,15,10
-1.31080153332797,4.97111333846336,5,27
1.99721338474797,4.1564820120007,6,8
0.600708823672418,1.56379608379255,18,21
-1.25127136162494,3.29170646724922,10,27
-0.611165916680421,5.24150003182132,20,21
-1.18548008459731,0.474602915337914,16,4
2.19881034888372,2.4525356418134,18,25
1.31241297643351,1.00358284617668,12,22
-0.265145056696353,-4.02023823962966,2,22
0.54319405923209,4.18752886350562,11,14
-0.41433994791886,-4.89226593257677,18,5
-0.476246894615578,3.00537546120543,1,4
-0.788602837850243,-3.62668388438982,3,27
-0.594617267459511,5.59882834797823,13,6
