x1,x2,x3,x4,y
0.134088220152031,0.414523534374985,-2.7322195229558,0.97580332180945,0.097984600507224
-0.490685896690943,-0.47471847352936,-0.0997905884418961,-0.348876736539909,0.187253001866979
-0.440547872353227,0.0659934937044614,0.976031734922396,0.158625439491262,0.401988157624437
0.459589441005854,-0.502477782393866,0.413868915451097,-1.76325506654115,0.167513519199848
-0.693720246937475,-0.825998587129336,0.912322161610113,0.338596047099905,0.372657547263802
-1.44820491038647,0.166989279752984,1.98373220068438,-0.666565029559273,0.24909205694724
0.574755720900728,-0.896264626244759,1.16910851401363,-0.238646624327644,-0.0964862473281426
-1.02365572296388,0.168185387655757,-0.50873701541522,-1.18776528245719,-1.28520229878715
-0.0151383003641817,0.354968261014854,0.704180178465512,0.384935321768578,-0.198930018074126
-0.935948601168394,-0.0521051168711336,-0.198416273822079,0.66657951565448,-0.024065781827996
1.10229754620026,-0.195934618716253,-0.538070788884863,-0.304613889457735,-0.943787547350582
-0.475593078869057,-0.64906975160576,-2.85575865501923,1.8250110640863,0.875962394291115
-0.709440037512506,-1.10976723139873,-0.789646852263761,0.670559370567588,0.187059956292564
-0.501258060594761,0.849274202655058,0.487814635163685,0.948632573255153,-0.108045711973995
-1.6290934690787,0.022362526076024,2.16803253951933,2.04940300167091,-0.129199202466696
-1.16761926209419,0.831140617306835,0.500694614280786,-0.651113609237535,-0.193110906754108
-2.18003964894867,-1.24428785134423,0.62021020366732,0.808619272846293,1.33193198055703
-1.34099319210003,0.169026413766175,-0.965903210133575,0.986580613954563,-0.155293614730829
-0.294293858763713,0.673166306947679,0.162654708118265,-0.00617079609070003,-0.248516155524894
-0.46589754040611,-0.0262763764485261,-2.07823754188738,0.319052357931912,0.867131228407932
